Timestamp,Signal Type,Price
2025-05-08 11:07:00,SELL,99630.73
2025-05-08 11:08:00,SELL,99646.0
2025-05-08 11:09:00,SELL,99646.0
2025-05-08 11:10:00,SELL,99660.01
2025-05-08 11:11:00,SELL,99676.01
2025-05-08 11:12:00,SELL,99651.54
2025-05-08 11:13:00,SELL,99622.84
2025-05-08 11:14:00,SELL,99619.05
2025-05-08 11:15:00,SELL,99615.79
2025-05-08 11:16:00,SELL,99639.06
2025-05-08 11:17:00,SELL,99679.77
2025-05-08 11:18:00,SELL,99644.01
2025-05-08 11:19:00,SELL,99619.05
2025-05-08 11:20:00,SELL,99561.07
